address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type)
"Sheriff House, 85, Richmond Road, Bangalore",In Wok,Yes,No,3.6,118.0,"080 22242288
080 22211081",Richmond Road,Casual Dining,"Chicken Lollipop, Crispy Spinach Chicken",Chinese,500.0,Delivery
"Ashraya Hotel, 149, Infantry Road, Bangalore",The Oriental Spice - Ashraya Hotel,Yes,No,3.9,158.0,"080 41148989
+91 7795612130",Infantry Road,Casual Dining,"Noodles, Lunch Buffet, Fish, Manchurian, Salads, Salad","Chinese, Thai, Indonesian",1300.0,Delivery
"Hotel 37th Crescent, 37, Crescent Road, High Grounds, Race Course Road, Bangalore",Aromas Of South,Yes,No,3.7,46.0,"+91 9900994433
080 40373737",Race Course Road,Casual Dining,"Appam, Coffee",South Indian,1000.0,Delivery
"Ramada Hotel, 11, Park Road, Shivajinagar, Bangalore",Tiger Trail - Ramada Hotel,Yes,Yes,4.0,188.0,"+91 8022865566
+91 9902000018",Shivajinagar,"Casual Dining, Bar","Biryani, Custard, Paratha, Poha, Breakfast Buffet, Thali, Dal Makhani","North Indian, Lucknowi",1300.0,Delivery
"107, 1st Floor, Wheeler Road, Near Railway Cross, Cox Town, Frazer Town, Bangalore",Manjit Da Dhaba,Yes,No,4.3,783.0,"+91 9590084707
+91 9035128780",Frazer Town,Quick Bites,"Lassi, Shahi Paneer, Kheer, Paneer Bhurji, Methi Paratha, Paneer Parantha, Stuffed Paratha",North Indian,300.0,Delivery
"383, Jumma Masjid Road, OPH Road, Shivajinagar, Bangalore",Taj Hotel,Yes,No,3.7,111.0,"080 25592006
+91 9845357850",Shivajinagar,Casual Dining,"Ghee Rice, Mutton Biryani, Seekh Kebab, Paratha, Tandoori Chicken, Kalmi Kebab","North Indian, Chinese",550.0,Delivery
"29/2, Nanjappa Mansion, K.H Road, Shanti Nagar, Bangalore",Foody's,Yes,No,3.8,170.0,"080 22114040
+91 9741700344",Shanti Nagar,Quick Bites,"Paratha, Chaat, Masala Dosa, Pav Bhaji, Tea, Kulcha, Filter Coffee","North Indian, South Indian",250.0,Delivery
"12/1, Hayes Road, Residency Road, Bangalore",Masala Oota,Yes,No,3.6,79.0,080 48543377,Residency Road,Quick Bites,"Donne Chicken Biryani, Akki Rottis, Roti, Mutton Chops, Chicken Curry, Vada, Coffee","South Indian, Biryani",500.0,Delivery
"682/2, 17th E Cross Rd, Eshwara Layout, Indiranagar, Bangalore",Kadai Crust - Amma Veetu Samayal,Yes,No,3.8,263.0,"080 42074371
+91 9886776766",Indiranagar,"Takeaway, Delivery","Egg Pepper Fry, Egg Curry, Chicken Biryani, Jeera Rice, Ghee Rice, Chicken Kheema Dosa, Fish Fry","Chettinad, South Indian, Biryani",700.0,Delivery
 'RATED\n  Lovely Mediterranean restaurant that serves food with Turkish flavours. The Mediterranean theme gets re-emphasised with the decor.\nIÃƒÂƒ\x83ÃƒÂ‚\x83ÃƒÂƒ\x82ÃƒÂ‚\x82ÃƒÂƒ\x83ÃƒÂ‚\x82ÃƒÂƒ\x82ÃƒÂ‚\x92m knocking off a star because of the terrible sangrias.'), ('Rated 4.0', 'RATED\n  This restaurant is in UB city so needless to say, the ambience is pretty good. Staff was friendly and helpful. We were a group of four and constantly kept placing orders and changing the same,,, 'RATED\n  A very fancy restaurant located in a sexy ub city mall. The food matches the ambience. The staff is realy very good. Went here with a group of colleagues and had too much fun. The falafel to the tenderloin. All items were very good. You should visit this place if you are here at ub city for some business meet. The place is ub tower facing and you will get all the classy feel'), ('Rated 4.0', 'RATED\n  Food-4/5\nLoved the food. They serve authentic food which is different than the usual taste and itÃƒÂƒ\x83ÃƒÂ‚\x83ÃƒÂƒ\x82ÃƒÂ‚\x82ÃƒÂƒ\x83ÃƒÂ‚\x82ÃƒÂƒ\x82ÃƒÂ‚\x92s nice. I like Fungi Misti Pizza. I would recommend Mini Cigrare Boregi. Overall good food.\n\nDecor-3/5\nThe location is nice. The decor is pretty decent. I liked the view from the outside.\n\nService-4/5\nFood was served fast and good service where good suggestions were given.\n\nCost-4/5\nThe prices seemed fair considering the location and the vibe.\n\nRecommedable place with family and friends.\nShourya3004 Ishshita Chanda'), ('Rated 4.0', 'RATED\n  Lovely Mediterranean restaurant that serves food with Turkish flavours. The Mediterranean theme gets re-emphasised with the decor.\nIÃƒÂƒ\x83ÃƒÂ‚\x83ÃƒÂƒ\x82ÃƒÂ‚\x82ÃƒÂƒ\x83ÃƒÂ‚\x82ÃƒÂƒ\x82ÃƒÂ‚\x92m knocking off a star because of the terrible sangrias.'),, but the restaurant staff was rather patient and cooperative. The food was pretty decent and the chicken wings were to die for. Dessert looked fancy enough. ItÃƒÂƒ\x83ÃƒÂ‚\x83ÃƒÂƒ\x82ÃƒÂ‚\x82ÃƒÂƒ\x83ÃƒÂ‚\x82ÃƒÂƒ\x82ÃƒÂ‚\x92s a pretty nice place to laze around on a weekend over some drinks and some good food. IÃƒÂƒ\x83ÃƒÂ‚\x83ÃƒÂƒ\x82ÃƒÂ‚\x82ÃƒÂƒ\x83ÃƒÂ‚\x82ÃƒÂƒ\x82ÃƒÂ‚\x92ve been there three times now and the experience keeps getting better. Recommend.')
"1st & 2nd Floor, 17/4, Residency Road, Bangalore",Amber Rush Restobar,No,Yes,4.1,93.0,"+91 9538892287
+91 9900514899",Residency Road,Pub,"Cocktails, Pizza, Fries, Wings, Mango Phirni, Fish Grill","Continental, Chinese, Fast Food",1000.0,Delivery
"36, Vittal Mallya Road, Lavelle Road, Bangalore",Bootlegger,No,No,4.1,1543.0,"+91 8022290099
+91 8041462747",Lavelle Road,Pub,"Beer, Cocktails, Beef Steak, Beef Chilli, Nachos, Pasta, Pizza","Continental, Steak",1200.0,Delivery
"5th Floor, Confident Hotel, Hosur Main Road, Langford Town, Bangalore",ThrowBack - Pub & Dine,No,No,3.9,234.0,+91 9742933332,Langford Town,"Bar, Casual Dining","Cocktails, Pizza, French Fries","Italian, North Indian, Continental",1000.0,Delivery
"33, 5th Main, Sheshadri Road, Near Ananda Rao Circle, Race Course Road, Bangalore",Shaken & Stirred,Yes,No,3.9,84.0,"+91 9742833460
+91 9108040284",Race Course Road,"Bar, Casual Dining","Seekh Kebab, Paneer Tikka, Beer, Fish Tikka, Kala Jamun, Biryani, Long Island Iced Tea","Continental, North Indian, Chinese",1500.0,Delivery
"7/1, Victoria Road, Richmond Town Area, Richmond Town, Bangalore",Hyderabad Biryaani House,No,No,4.3,1348.0,"080 65979401
080 65979203",Richmond Road,Casual Dining,"Hyderabadi Biryani, Haleem, Chicken Biryani, Andhra Biryani, Mutton Biryani, Ghee Rice, Butter Chicken","Biryani, North Indian, Chinese",550.0,Delivery
 Oreo milkshake, Mixed veg subzi, Roti and Paratha and Aloo Biryani.\n\nVery well curated menu and beautifully prepared food and deliciously nice aroma along with a good quantity is all that sums up my dining experience today.\n\nSuper excited to come back here again and gorge on some new things when back!!\n\nAmbience : 4/5\nPricing : 4/5\nTaste : 4/5'), ('Rated 4.0',,, 'RATED\n  We visited this place at snack time, so could not try the different interesting things we could spot on the menu. But we did have chats like bhel, and they were good. Oreo , blueberry shake and lime mint cooler were good as well. The best thing was the fresh ricotta cheese on the pizza , it just elevated it. Nice ambience and fast service made it an awesome visit.'),, Mixed veg subzi
 ('Rated 5.0', 'RATED\n  Love this restaurant very much. My favourite place and I love all their pastries a lot especially the lemon tart and\nHopscotch cake.\nRecently had their stuffed fungi for starters, loved the combination of mushroom with cheese.\nHad friazo Milano and frozen hazelnut cold coffee. Liked the latter better coz the former was high on sugar.\nHad spaghetti pasta for main course which was very satisfying.\nAfter eating all the above didnÃƒÂƒ\x83ÃƒÂ‚\x83ÃƒÂƒ\x82ÃƒÂ‚\x82ÃƒÂƒ\x83ÃƒÂ‚\x82ÃƒÂƒ\x82ÃƒÂ‚\x92t have space for my fav desserts hence skipped it.\nOverall itÃƒÂƒ\x83ÃƒÂ‚\x83ÃƒÂƒ\x82ÃƒÂ‚\x82ÃƒÂƒ\x83ÃƒÂ‚\x82ÃƒÂƒ\x82ÃƒÂ‚\x92s a good place and lighter on your pocket too.\nWill keep dropping in as IÃƒÂƒ\x83ÃƒÂ‚\x83ÃƒÂƒ\x82ÃƒÂ‚\x82ÃƒÂƒ\x83ÃƒÂ‚\x82ÃƒÂƒ\x82ÃƒÂ‚\x92m very happy dining here.'), ('Rated 4.0',,, a great food joint with very reasonable menu'), ('Rated 5.0'," """"RATED\n  I've visited this outlet", which is very close to the another Truffles outlet on St. Marks Road, two times and both the times I was impressed. There is no table reservation service and it's based on first come first basis. And there is always a line,," is actually impressive. The Ferrero Rocher Shake is also amazing.\n\nThe service is also amazing. It is very quick and the servers are professional.\n\nOverall amazing food and great experience."""")"
 ('Rated 4.0', 'RATED\n  ?????????????????1MG????5??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????'), ('Rated 5.0'," """"RATED\n  If You want to have good quick lunch keeping in mind the taste of the food doesn't get compromised then this is the place to be at. Cafe Felix is all about getting your tastebuds tangalized with the gastronomy of just good food made with fresh ingredients. Something you rarely found nowadays. Their quinoa burger is my all time fav to order if you are around. The best thing happen to a vegetarian. Also do try their Cookie Skillet. The best in the town for sure."""")",,, ('Rated 5.0'," """"RATED\n  It's a great place to relax with family and friends", the view from the top is amazing," you can see a couple of five store hotels and also the view of Ulsoor lake it amazing. Coming to the food...it's just awesome and every dish is made with so much of love and care that it shows in its smell and taste. Hats off to the chef. Choice of food is wide and excellent. It's priced a bit higher given the kind of service and food it's good."""")", ('Rated 5.0',, 'RATED\n  Great food. Great location. Staff were courteas. The ambience was really good. Overall
"90, KH Road, Double Road, Shanti Nagar, Bangalore",Sakae Japanese Restaurant,No,Yes,4.3,518.0,"+91 9606491042
+91 9900526833",Shanti Nagar,Casual Dining,"Sushi, Miso Soup, Steak, Tea, Ramen, Rolls, Tempura",Japanese,1400.0,Delivery
"43/44, Chandraprabha Complex, Off Residency Road, Residency Road, Bangalore",Green Onion,No,No,4.3,1187.0,"080 25327146
+91 9844319903",Residency Road,Casual Dining,"Noodles, Coriander Soup, Chicken Lollipop, Honey Potato, Momos, Schezwan Fried Rice, Chicken Drumstick",Chinese,550.0,Delivery
 ('Rated 3.0', 'RATED\n  Over rated dessert place, the sundaes here are just basic nothing too wow to come back again. Service is good place is nice . Nothing outstanding'), ('Rated 4.0',,, 'RATED\n  Found this while taking a stroll on residency road.went in for the ice creams and was not disappointed. They changes their flavors seasonally based on the availability. Ambience has a cozy and simplistic touch where seats are made of used scooter tires.'), ('Rated 5.0'," """"RATED\n  It's one of the best places for desert the ambience is quiet magical and the staff is polite.\nThe Mississippi mud pie is thick creamy and dark"," it's a total treat.\nThe lava cake sundae is totally gooey and fudgy and is a feast the guavava ice cream is so good that it's pure Bliss the color of it is like peachy which makes it even better!"""")", ('Rated 4.0',, the sundaes here are just basic nothing too wow to come back again. Service is good place is nice . Nothing outstanding')
"29, Ulsoor Road, Opposite Salarpuria Windsor, Ulsoor, Bangalore",Cafe Kaara,No,No,4.2,162.0,080 25586860,Ulsoor,Cafe,"Coffee, Cappuccino, Sandwich, Tiramisu, Hot Chocolate, Fries, Pesto Pasta","Cafe, Salad, Desserts, Pizza",750.0,Delivery
"16, Aga Abdulla Street, Behind Johnson Market, Richmond Road Area, Richmond Road, Bangalore",Khazana Food Paradise,No,No,4.1,356.0,+91 9900903909,Richmond Road,Quick Bites,"Beef Biryani, Chicken Biryani, Chicken Kebab, Mutton Biryani, Beef Kabab, Paratha, Ghee Rice","North Indian, Biryani",400.0,Delivery
 ('Rated 4.0', 'RATED\n  This place is closer to Cubbon Park. After all the run I did. Finding a better place for some healthy food could have been nothing better then this place. Had breakfast over here and I was satisfied with their quality of food and service. I Recommend this place.'), ('Rated 4.0'," """"RATED\n  This small cafe is situated within walking distance from MG Road metro station. From the moment you walk in",,," """"RATED\n  A quaint little cafe with good food and prompt service ",couldn't ask for more.\nDevoured  the Mushroom Jaffle sandwich,"stirred fried tofu   accompanied with Makhana  and sipped the Jasmine tea ....for the vegan lovers one more option in the city :)"""")", ('Rated 4.0'," """"RATED\n  It's a cute little cafe that had gone unnoticed by me for an entire year. I would definitely recommend the pav bhaji variation (forgot what it's called) with cheese."""")",," """"RATED\n  This small cafe is situated within walking distance from MG Road metro station. From the moment you walk in"
"Hotel High Gates, 33, Church Street",Mandarin Box,No,No,3.9,80.0,080 40222999,Church Street,Quick Bites,"Momos, Noodles, Chop Suey",Chinese,500.0,Delivery
 this I could tell was badly made Mughlai/North Indian. Lastly, pricing vs quality and quantity cannot be justified. INR 336 for a biryani, which serves one good eater.'), ('Rated 4.0',,, garlic butter naan," kabuli naan and kulfi was amazing ?? Kabuli naan can be done better ? keep on the great hospitality and love quality of food. Look forward in visiting soon !"""")", ('Rated 4.0', 'RATED\n  One of the few restaurants in Bangalore that serves great Afghani food! The Irani murgh tikka was absolutely delicious! Melt in the mouth and with a generous topping of cheese. We had ordered the Murgh Peshawari for main course along with Kabuli naan and ulte tawae ka paratha. The main course was very flavourful and the chicken pieces were unbelievably soft. Both the paratha and naan was soft and went great with the chicken. Kabuli naan was topped with dry fruits and nuts! The mugh malai tikka was a bit dry and could have been better. Phirni sweetened the meal and left us wanting more..\noverall a great meal and prompt service from the staff too.'), ('Rated 3.0',, not great.')
"89, Kannan Building, MG Road, Bangalore",Lakeview Milkbar,No,No,4.0,1443.0,080 25582161,MG Road,"Dessert Parlor, Cafe","Butterscotch Ice Cream, Sandwiches, Milk Shake, Brownie, Hot Chocolate Fudge, Vanilla Ice Cream, Burgers","Desserts, Cafe, Fast Food",500.0,Delivery
"52/2, Sujay's Pride, Church Street, Bangalore",Somilan Steak House,No,No,4.3,524.0,"+91 8884680133
+91 6360926262",Church Street,Casual Dining,"Salads, Beef Steak, Pork Chops, Crispy Pork, Wine, Chicken Salad, Pork Ribs","North Eastern, Asian, Naga, Steak, Momos",800.0,Delivery
"50/1, Church Street, Near SBI, Bengaluru",IceBreakers,No,No,4.3,183.0,"+91 7338090777
+91 8123444900",Church Street,Dessert Parlor,"Waffles, Ice Cream Roll, Brownie Fudge, Chocolate Icecreams","Desserts, Ice Cream",400.0,Delivery
"G-18, Kedia Arcade, 92, Infantry Road, Bangalore",Peppa Zzing,Yes,No,4.3,1133.0,+91 9740758557,Infantry Road,Cafe,"Burgers, Pasta, Cheesy Fries, Beef Burger, Ice Tea, Steak Burger, Lamb","Cafe, Fast Food, Burger",800.0,Delivery
"22, Opposite State Bank of India, St. Marks Road, Bangalore",Juice Junction,No,No,4.0,101.0,"080 22109112
080 42110026",St. Marks Road,Quick Bites,"Sandwiches, Fruit Bowl, Panipuri, Corn Sandwich, Palak Paneer, Arabian Grape Juice, Cheesy Grilled Sandwich","Juices, Fast Food",150.0,Delivery
"119, Annaswamy Mudaliar Road, Opposite Ulsoor Lake, Ulsoor, Bangalore",KAARA BY THE LAKE,No,No,4.0,47.0,+91 8025565676,Ulsoor,Cafe,"Coffee, Pizza, Pasta, Key Lime Pie","Cafe, Italian, Coffee",750.0,Delivery
"Sree Kanteerava Outdoor Stadium Main Gate, Kasturba Road, Lavelle Road, Bangalore",Konark Vegetarian Restaurant,No,No,3.9,155.0,"+91 9481528812
+91 8022248812",Lavelle Road,Casual Dining,"Pav Bhaji, Chaat, Vada, Vegetarian, Masala Dosa, Idli, Brownie","North Indian, Chinese, Continental, South Indian",600.0,Delivery
"62, Meenakashi Kovil Street, Adjacent To Commercial Street",Sugarberryz Cakery,No,No,3.9,52.0,"+91 9844076148
+91 9900995756",Commercial Street,"Takeaway, Delivery","Chocolate Cake, Cup Cake","Bakery, Desserts",1200.0,Delivery
"2, St. Patrick's Shopping Arcade, MG Road, Bangalore",Stars 'N' Stripes,No,No,2.7,77.0,"080 25593643
080 25913583",MG Road,Quick Bites,"Burgers, Biryani, Cheesecake","North Indian, Chinese, Fast Food",500.0,Delivery
"Sigma Central Mall, Ground Floor, Cunningham Road, Bangalore",California Burrito,No,No,4.0,53.0,"080 39515101
080 48141562",Cunningham Road,Quick Bites,"Nachos, California Burrito, Rice Bowl, Salads","Mexican, Fast Food",400.0,Delivery
"2, Church Street, Bangalore",Mel's Korner,No,No,3.8,95.0,"080 25581666
+91 9036265456",Church Street,Quick Bites,"Shawarma, Burgers, Beef Burger, Potato Wedges, Vegetable Noodles, Cheese Fatayer, Garlic Fries",Fast Food,500.0,Delivery
 Good quantity. Loved it. Pizzas and Fries were also pretty nice.\nDo try the waffles. Something Different.\n\nSuggestions: Play some MUSIC always.'), ('Rated 4.0', 'RATED\n  A small and cozy place .... Good place with diff options available to order .... njoyed with friends ... the only difficulty is parking if u hv a vehicle. ..'), ('Rated 4.0',,, 'RATED\n  Apparantly its pure veg.\nVisited with a couple of friends, wood fire pizza and pastas are supposd to be tasting the best here.\nBut both turned out to be sour bcz of the tomatoes.\n3 on 5\nService on the first floor is bad, they do not realise customer are dining, they hardly bothr to visit you'), ('Rated 4.5',, 'RATED\n  Being a veggie I find this place a Treat! Food is Great. Service is Good. The ambience is pretty decent. I like it on 1st Floor.\nHad pastas over there and it is amazing!!Perfectly made
